,anio,cesareas,establecimiento_nombre,establecimiento_dependencia,establecimiento_region_sanitaria,establecimiento_municipio_id,establecimiento_municipio_nombre,partos,latitud,longitud
884,2015,189,Hospital Municipal Doctor Arturo Illia,municipal,VIII,60868,Villa Gesell,409,-37.3705193836346,-57.0658445952167
885,2017,186,Hospital Municipal de Ag. Doctor Arturo Illia,municipal,VIII,60868,Villa Gesell,346,-37.3705193836346,-57.0658445952167
886,2014,201,Hospital Municipal Doctor Arturo Illia,municipal,VIII,60868,Villa Gesell,421,-37.3705193836346,-57.0658445952167
887,2015,0,Hospital Subzonal Especializado,provincial,I,60875,Villarino,0,-39.1296648457138,-62.7268024308416
888,2015,0,Hospital Menor A. Bertoni,municipal,I,60875,Villarino,0,-39.1296648457138,-62.7268024308416
889,2015,0,Hospital Local General J. A. Pradere,municipal,I,60875,Villarino,99,-39.1296648457138,-62.7268024308416
890,2015,0,Hospital Menor J. B. Sartori,municipal,I,60875,Villarino,0,-39.1296648457138,-62.7268024308416
891,2015,0,Hospital Subzonal Esp. de Médanos,municipal,I,60875,Villarino,1,-39.1296648457138,-62.7268024308416
892,2014,0,Hospital Subzonal Especializado,provincial,I,60875,Villarino,0,-39.1296648457138,-62.7268024308416
893,2014,0,Hospital Menor A. Bertoni,municipal,I,60875,Villarino,0,-39.1296648457138,-62.7268024308416
894,2014,0,Hospital Local General J. A. Pradere,municipal,I,60875,Villarino,134,-39.1296648457138,-62.7268024308416
895,2014,0,Hospital Menor J. B. Sartori,municipal,I,60875,Villarino,0,-39.1296648457138,-62.7268024308416
896,2014,0,Hospital Subzonal Esp. de Médanos,municipal,I,60875,Villarino,0,-39.1296648457138,-62.7268024308416
897,2016,0,Hospital Local General J. A. Pradere,Municipal,I,60875,Villarino,97,-39.1296648457138,-62.7268024308416
898,2017,0,Hospital Local General J. A. Pradere,municipal,I,60875,Villarino,88,-39.1296648457138,-62.7268024308416
899,2015,464,Hospital Zonal General de Ag. Virgen del Carmen,provincial,V,60882,Zárate,1233,-33.997140182023,-59.128470961009
900,2016,417,Hospital Zonal General de Ag. Virgen del Carmen,Provincial,V,60882,Zárate,1137,-33.997140182023,-59.128470961009
901,2017,370,Hospital Zonal General de Ag. Virgen del Carmen,Provincial,V,60882,Zárate,1082,-33.997140182023,-59.128470961009
902,2014,506,Hospital Zonal General de Ag. Virgen del Carmen,provincial,V,60882,Zárate,1276,-33.997140182023,-59.128470961009
